food_name,source,serving_size_g,calories,protein_g,carb_g,fat_g,notes,calcium_mg,iron_mg
星巴克 馬斯卡邦輕乳蛋糕,星巴克台灣,60,195,4.3,12.3,14.3,糕點/蛋糕；官網標示值,,
星巴克 法式岩漿巧克力蛋糕,星巴克台灣,98,422,6.5,34.1,28.8,糕點/蛋糕；官網標示值,,
星巴克 經典起司蛋糕,星巴克台灣,117,439,7.0,28.4,33.0,糕點/蛋糕；官網標示值,,
星巴克 檸檬塔,星巴克台灣,75,259,4.3,34.0,11.7,糕點/蛋糕；官網標示值,,
星巴克 長條芒果生乳捲(整條),星巴克台灣,500,1068,21.0,124.5,54.0,糕點/節慶預購；官網標示值,,
星巴克 六吋黑芝麻可可焦糖千層薄餅,星巴克台灣,740,2478,39.2,212.4,163.5,糕點/節慶預購；官網標示值,,
星巴克 五吋橙香雙層起司蛋糕,星巴克台灣,500,1691,24.0,126.5,121.0,糕點/節慶預購；官網標示值,,
星巴克 長條芋見雞肉鬆蛋糕,星巴克台灣,450,1315,30.2,166.1,59.0,糕點/節慶預購；官網標示值,,
星巴克 長條蜜桃紅茶蜂蜜蛋糕,星巴克台灣,290,820,20.0,171.0,6.0,糕點/節慶預購；官網標示值,,
星巴克 四吋櫻桃黑森林蛋糕,星巴克台灣,290,891,13.3,95.1,50.8,糕點/節慶預購；官網標示值,,
星巴克 六吋經典法式千層薄餅,星巴克台灣,620,2036,30.4,149.4,146.3,糕點/節慶預購；官網標示值,,
星巴克 八吋經典法式千層薄餅,星巴克台灣,900,2713,52.2,176.4,199.8,糕點/節慶預購；官網標示值,,
星巴克 六吋經典起司蛋糕,星巴克台灣,580,2111,32.5,135.1,160.1,糕點/節慶預購；官網標示值,,
星巴克 六吋檸檬塔,星巴克台灣,450,1353,20.2,151.0,74.2,糕點/節慶預購；官網標示值,,
星巴克 奶油瑪德蓮佐冰淇淋,星巴克台灣,115,345,5.0,37.5,19.5,糕點/冰淇淋糕點；官網標示值,,
星巴克 檸檬瑪德蓮佐冰淇淋,星巴克台灣,125,393,5.4,42.6,22.4,糕點/冰淇淋糕點；官網標示值,,
星巴克 可可瑪德蓮佐冰淇淋,星巴克台灣,125,392,5.9,43.2,21.9,糕點/冰淇淋糕點；官網標示值,,
星巴克 法式岩漿巧克力佐冰淇淋,星巴克台灣,178,612,9.7,54.3,39.5,糕點/冰淇淋糕點；官網標示值,,
星巴克 日安可頌,星巴克台灣,70,302,5.6,32.2,16.8,現烤糕點；官網標示值,,
星巴克 巧克甜心丹麥,星巴克台灣,75,282,4.1,32.0,15.0,現烤糕點；官網標示值,,
星巴克 諾曼第蘋果派,星巴克台灣,100,193,2.1,33.7,5.5,現烤糕點；官網標示值,,
星巴克 地中海蔬食鹹派,星巴克台灣,110,273,5.3,21.9,18.2,現烤糕點；官網標示值,,
星巴克 起司可頌,星巴克台灣,81,292,7.7,27.1,17.0,現烤糕點；官網標示值,,
星巴克 黑白巧克力餅乾,星巴克台灣,50,220,2.9,28.9,10.3,現烤糕點；官網標示值,,
星巴克 夏威夷豆白巧餅乾,星巴克台灣,50,238,3.0,31.3,11.35,現烤糕點；官網標示值,,
星巴克 燕麥葡萄乾餅乾,星巴克台灣,50,204,2.6,32.9,7.3,現烤糕點；官網標示值,,
星巴克 粉紅覆盆莓可頌,星巴克台灣,79,301,5.1,42.3,12.6,現烤糕點；官網標示值,,
星巴克 脆糖卡士達可頌,星巴克台灣,100,331,6.2,43.8,15.0,現烤糕點；官網標示值,,
星巴克 檸檬瑪德蓮,星巴克台灣,45,203,2.2,22.5,11.7,現烤糕點；官網標示值,,
星巴克 義式番茄起司捲,星巴克台灣,100,312,7.3,32.3,17.1,現烤糕點；官網標示值,,
星巴克 經典奶油瑪德蓮,星巴克台灣,45,201,2.6,22.4,11.2,現烤糕點；官網標示值,,
星巴克 葡式蛋撻,星巴克台灣,80,181,3.6,27.0,6.7,現烤糕點；官網標示值,,
星巴克 法式烤布蕾瑪德蓮,星巴克台灣,45,211,2.4,20.7,13.1,現烤糕點；官網標示值,,
星巴克 可可瑪德蓮,星巴克台灣,45,202,2.7,23.0,11.3,現烤糕點；官網標示值,,
星巴克 巧克力瑪芬,星巴克台灣,70,293,3.8,32.8,16.5,現烤糕點；官網標示值,,
星巴克 比利時鬆餅,星巴克台灣,60,273,3.5,33.0,14.4,現烤糕點；官網標示值,,
星巴克 焗烤奶油馬鈴薯塔,星巴克台灣,120,144,4.6,15.4,7.4,現烤糕點；官網標示值,,
星巴克 榛果巧克力蛋撻,星巴克台灣,62,191,2.8,25.3,8.7,現烤糕點；官網標示值,,
星巴克 巧克力雙色可頌,星巴克台灣,90,399,7.5,45.0,21.0,現烤糕點；官網標示值,,
星巴克 鹹焦糖蘋果派,星巴克台灣,80,222,3.2,29.6,10.4,現烤糕點；官網標示值,,
星巴克 葡萄丹麥捲,星巴克台灣,110,322,5.4,42.9,14.3,現烤糕點；官網標示值,,
星巴克 起司棒,星巴克台灣,82,328,8.0,34.0,17.8,現烤糕點；官網標示值,,
星巴克 蝴蝶酥,星巴克台灣,40,154,1.8,14.8,9.8,現烤糕點；官網標示值,,
星巴克 蘋果肉桂餅乾,星巴克台灣,50,219,2.8,30.8,9.4,現烤糕點；官網標示值,,
星巴克 美式可可餅乾,星巴克台灣,50,219,2.8,30.8,9.4,現烤糕點；官網標示值,,
星巴克 白松露焗烤馬鈴薯塔,星巴克台灣,100,117,3.1,13.6,5.8,現烤糕點；官網標示值,,
星巴克 卡布里風番茄起司鹹派,星巴克台灣,136,413,9.4,32.6,27.2,現烤糕點；官網標示值,,
星巴克 可可比利時鬆餅,星巴克台灣,60,268,3.5,30.8,14.8,現烤糕點；官網標示值,,
星巴克 楓糖核桃丹麥捲,星巴克台灣,95,410,3.9,37.3,27.6,現烤糕點；官網標示值,,
星巴克 義式蔬菜鹹派,星巴克台灣,100,215,3.9,23.8,12.0,現烤糕點；官網標示值,,
星巴克 牛肝菌焗烤馬鈴薯塔,星巴克台灣,100,112,3.3,12.7,5.6,現烤糕點；官網標示值,,
星巴克 法式杏桃可頌,星巴克台灣,90,319,6.0,42.3,14.4,現烤糕點；官網標示值,,
摩斯漢堡(原味/辣味)(牛),摩斯漢堡,0,433.9,17.8,38.0,23.5,漢堡類；官網標示值 2026/6月,,
摩斯吉士漢堡(原味/辣味)(牛),摩斯漢堡,0,478.9,18.7,35.6,29.3,漢堡類；官網標示值 2026/6月,,
辣味摩斯漢堡,摩斯漢堡,0,421.9,17.3,37.1,22.8,漢堡類；官網標示值 2026/6月,,
辣味摩斯吉士漢堡,摩斯漢堡,0,478.2,20.4,38.7,27.1,漢堡類；官網標示值 2026/6月,,
摩斯鱈魚堡,摩斯漢堡,0,508.0,20.5,39.6,28.7,漢堡類；官網標示值 2026/6月,,
蜜汁烤雞堡,摩斯漢堡,0,383.4,18.0,34.6,19.3,漢堡類；官網標示值 2026/6月,,
蜜汁烤雞起司堡,摩斯漢堡,0,428.3,20.0,35.0,23.1,漢堡類；官網標示值 2026/6月,,
摩斯炸蝦堡,摩斯漢堡,0,353.0,11.1,44.2,14.7,漢堡類；官網標示值 2026/6月,,
摘鮮綠摩斯炸蝦堡,摩斯漢堡,0,208.0,6.4,20.5,11.4,漢堡類；官網標示值 2026/6月,,
摘鮮綠烤雞起司堡,摩斯漢堡,0,280.9,15.4,11.4,19.5,漢堡類；官網標示值 2026/6月,,
摘鮮綠元氣牛肉堡,摩斯漢堡,0,396.1,20.3,10.1,30.6,漢堡類；官網標示值 2026/6月,,
摘鮮綠元氣摩力堡,摩斯漢堡,0,203.1,15.0,10.7,11.3,漢堡類；官網標示值 2026/6月,,
輕檸雙牛堡,摩斯漢堡,0,577.5,23.2,34.0,38.9,漢堡類；官網標示值 2026/6月,,
和風蔬活牛肉堡,摩斯漢堡,0,501.7,18.8,34.6,32.2,漢堡類；官網標示值 2026/6月,,
超級大麥燒肉珍珠堡,摩斯漢堡,0,436.3,13.5,55.4,17.9,米漢堡類；官網標示值 2026/6月,,
超級大麥薑燒珍珠堡,摩斯漢堡,0,341.6,14.6,54.0,7.5,米漢堡類；官網標示值 2026/6月,,
超級大麥海洋珍珠堡,摩斯漢堡,0,373.5,9.2,64.0,8.9,米漢堡類；官網標示值 2026/6月,,
超級大麥杏鮑菇珍珠堡,摩斯漢堡,0,318.0,7.4,63.3,3.9,米漢堡類；官網標示值 2026/6月,,
超級大麥元氣牛肉珍珠堡,摩斯漢堡,0,627.3,25.3,58.3,32.6,米漢堡類；官網標示值 2026/6月,,
超級大麥元氣摩力珍珠堡,摩斯漢堡,0,419.1,19.4,58.9,11.8,米漢堡類；官網標示值 2026/6月,,
燒肉珍珠堡(牛),摩斯漢堡,0,474.4,15.0,63.6,17.8,米漢堡類；官網標示值 2026/6月,,
薑燒珍珠堡,摩斯漢堡,0,371.5,15.4,62.2,6.8,米漢堡類；官網標示值 2026/6月,,
海洋珍珠堡,摩斯漢堡,0,403.5,10.0,72.2,8.3,米漢堡類；官網標示值 2026/6月,,
杏鮑菇珍珠堡,摩斯漢堡,0,348.1,8.2,71.5,3.2,米漢堡類；官網標示值 2026/6月,,
元氣牛肉珍珠堡,摩斯漢堡,0,657.4,26.0,66.5,32.0,米漢堡類；官網標示值 2026/6月,,
元氣摩力珍珠堡,摩斯漢堡,0,449.1,20.1,67.1,11.2,米漢堡類；官網標示值 2026/6月,,
摩斯熱狗堡,摩斯漢堡,0,278.4,12.7,31.1,11.6,熱狗堡類；官網標示值 2026/6月,,
辣味吉利熱狗堡,摩斯漢堡,0,287.4,13.3,31.0,12.3,熱狗堡類；官網標示值 2026/6月,,
火腿蛋三明治(亞麻玄米吐司),摩斯漢堡,0,420.2,17.6,35.8,23.0,早餐類；官網標示值 2026/6月,,
黃金蝦三明治(亞麻玄米吐司),摩斯漢堡,0,295.6,8.4,41.0,10.9,早餐類；官網標示值 2026/6月,,
日式豬排三明治(亞麻玄米吐司),摩斯漢堡,0,280.8,10.3,38.4,9.6,早餐類；官網標示值 2026/6月,,
雞肉三明治(亞麻玄米吐司),摩斯漢堡,0,365.6,14.1,36.4,18.2,早餐類；官網標示值 2026/6月,,
蕃茄吉士蛋貝果,摩斯漢堡,0,382.9,18.4,51.7,11.5,早餐類；官網標示值 2026/6月,,
火腿歐姆蛋貝果,摩斯漢堡,0,416.2,21.5,52.6,13.3,早餐類；官網標示值 2026/6月,,
培根雞蛋貝果,摩斯漢堡,0,517.8,21.3,53.0,24.5,早餐類；官網標示值 2026/6月,,
摩斯貝果(附草莓醬),摩斯漢堡,0,247.0,9.5,49.7,1.1,早餐類；官網標示值 2026/6月,,
和風玉子珍珠堡,摩斯漢堡,0,314.2,12.0,52.8,6.1,早餐類；官網標示值 2026/6月,,
摩斯豬排堡,摩斯漢堡,0,336.2,14.7,42.4,12.1,早餐類；官網標示值 2026/6月,,
黃金塔塔鱈魚堡,摩斯漢堡,0,361.8,18.5,41.2,13.7,早餐類；官網標示值 2026/6月,,
元氣牛肉蛋堡,摩斯漢堡,0,471.5,22.8,32.2,27.8,早餐類；官網標示值 2026/6月,,
培根雞蛋堡,摩斯漢堡,0,410.7,16.8,27.7,25.9,早餐類；官網標示值 2026/6月,,
火腿歐姆蛋堡,摩斯漢堡,0,309.6,17.8,25.8,15.1,早餐類；官網標示值 2026/6月,,
蕃茄吉士蛋堡,摩斯漢堡,0,287.9,14.1,26.4,14.1,早餐類；官網標示值 2026/6月,,
火腿蛋三明治,摩斯漢堡,0,423.0,17.4,39.3,22.1,早餐類；官網標示值 2026/6月,,
日式豬排三明治,摩斯漢堡,0,303.0,13.0,43.5,9.7,早餐類；官網標示值 2026/6月,,
雞肉三明治,摩斯漢堡,0,355.0,17.2,41.4,14.5,早餐類；官網標示值 2026/6月,,
黃金蝦三明治(塔塔醬),摩斯漢堡,0,331.6,10.7,46.2,11.6,早餐類；官網標示值 2026/6月,,
和風雞腿堡,摩斯漢堡,0,275.8,18.0,12.0,17.3,點心類；官網標示值 2026/6月,,
和風雞腿堡(可可咖哩),摩斯漢堡,0,286.8,18.4,14.0,17.5,點心類；官網標示值 2026/6月,,
辣味和風雞腿堡,摩斯漢堡,0,275.8,18.0,12.0,17.3,點心類；官網標示值 2026/6月,,
和風炸雞,摩斯漢堡,0,563.6,22.1,31.7,38.7,點心類；官網標示值 2026/6月,,
摩斯雞塊(6個),摩斯漢堡,0,289.7,19.4,13.6,17.5,點心類；官網標示值 2026/6月,,
摩斯雞塊(4個),摩斯漢堡,0,193.1,12.9,9.1,11.7,點心類；官網標示值 2026/6月,,
北海道可樂餅,摩斯漢堡,0,176.0,2.4,18.0,9.5,點心類；官網標示值 2026/6月,,
方塊薯餅(3個),摩斯漢堡,0,227.2,2.3,18.5,15.6,點心類；官網標示值 2026/6月,,
薯條,摩斯漢堡,0,455.6,4.4,50.6,26.2,點心類；官網標示值 2026/6月,,
MOS熱狗,摩斯漢堡,0,195.0,12.4,2.0,15.3,點心類；官網標示值 2026/6月,,
摩斯薯蓉餅組,摩斯漢堡,0,213.2,4.1,18.3,13.8,點心類；官網標示值 2026/6月,,
雞肉地瓜總匯沙拉,摩斯漢堡,0,139.3,7.0,14.8,5.9,點心類；官網標示值 2026/6月,,
夏威夷元氣鹹蘇打,摩斯漢堡,0,109.2,3.1,9.4,6.8,點心類；官網標示值 2026/6月,,
玉米濃湯,摩斯漢堡,0,152.9,2.9,21.8,6.1,熱湯類；官網標示值 2026/6月,,
鮮菇濃湯,摩斯漢堡,0,106.8,3.2,12.6,4.9,熱湯類；官網標示值 2026/6月,,
葡萄蒟蒻,摩斯漢堡,0,110.0,0.0,27.6,0.0,甜點；官網標示值 2026/6月,,
蜂蜜檸檬蒟蒻,摩斯漢堡,0,94.2,0.0,23.6,0.0,甜點；官網標示值 2026/6月,,
抹茶紅豆米派(1個),摩斯漢堡,0,191.2,2.0,24.9,9.3,甜點；官網標示值 2026/6月,,
焦糖布丁,摩斯漢堡,0,180.0,6.0,16.4,10.0,甜點；官網標示值 2026/6月,,
MOS巴斯克乳酪蛋糕,摩斯漢堡,0,347.0,7.0,23.0,25.3,甜點；官網標示值 2026/6月,,
可樂(L),摩斯漢堡,0,251.0,0.0,64.9,0.0,冷飲類；官網標示值 2026/6月,,
雪碧(L),摩斯漢堡,0,265.0,0.0,64.9,0.0,冷飲類；官網標示值 2026/6月,,
摩斯薔薇冰紅茶(L),摩斯漢堡,0,201.8,0.0,50.4,0.0,冷飲類；官網標示值 2026/6月,,
冰紅茶(M),摩斯漢堡,0,111.0,0.0,22.2,0.0,冷飲類；官網標示值 2026/6月,,
冰紅茶(L),摩斯漢堡,0,154.0,0.0,27.3,0.0,冷飲類；官網標示值 2026/6月,,
冰紅茶(無糖)(M),摩斯漢堡,0,3.4,0.0,0.9,0.0,冷飲類；官網標示值 2026/6月,,
冰紅茶(無糖)(L),摩斯漢堡,0,4.7,0.0,1.2,0.0,冷飲類；官網標示值 2026/6月,,
100%台灣冰綠茶(無糖)(M),摩斯漢堡,0,0.0,0.0,0.0,0.0,冷飲類；官網標示值 2026/6月,,
100%台灣冰綠茶(無糖)(L),摩斯漢堡,0,0.0,0.0,0.0,0.0,冷飲類；官網標示值 2026/6月,,
柚子冰茶,摩斯漢堡,0,319.8,0.1,79.8,0.0,冷飲類；官網標示值 2026/6月,,
100%新鮮柳丁汁,摩斯漢堡,0,170.1,2.4,38.5,0.7,冷飲類；官網標示值 2026/6月,,
摩斯抹茶(M),摩斯漢堡,0,224.1,2.2,39.2,6.5,冷飲類；官網標示值 2026/6月,,
摩斯抹茶歐蕾(M),摩斯漢堡,0,224.9,2.2,39.0,6.7,冷飲類；官網標示值 2026/6月,,
摩斯可可(L),摩斯漢堡,0,297.9,2.6,52.4,8.7,冷飲類；官網標示值 2026/6月,,
MOS 葡萄汁,摩斯漢堡,0,144.8,0.4,35.8,0.0,冷飲類；官網標示值 2026/6月,,
MOS蘋果汁,摩斯漢堡,0,104.0,0.4,25.6,0.0,冷飲類；官網標示值 2026/6月,,
柚子熱茶(M),摩斯漢堡,0,119.0,0.0,30.0,0.0,熱飲類；官網標示值 2026/6月,,
摩斯熱紅茶(M),摩斯漢堡,0,1.6,0.0,0.4,0.0,熱飲類；官網標示值 2026/6月,,
摩斯熱可可(M),摩斯漢堡,0,297.9,2.6,52.4,8.7,熱飲類；官網標示值 2026/6月,,
耶加雪菲(M),摩斯漢堡,0,4.3,0.5,0.7,0.0,熱咖啡；官網標示值 2026/6月,,
摩斯咖啡(M),摩斯漢堡,0,120.8,6.1,9.1,6.7,熱咖啡；官網標示值 2026/6月,,
摩斯咖啡(L),摩斯漢堡,0,6.5,0.6,1.1,0.0,熱咖啡；官網標示值 2026/6月,,
拿鐵咖啡(M),摩斯漢堡,0,135.1,6.8,10.3,7.4,熱咖啡；官網標示值 2026/6月,,
拿鐵咖啡(L),摩斯漢堡,0,163.0,8.3,12.5,8.9,熱咖啡；官網標示值 2026/6月,,
摩斯經典奶茶(L),摩斯漢堡,0,176.0,5.3,25.4,5.9,熱咖啡；官網標示值 2026/6月,,
摩斯特調紅茶歐蕾(L),摩斯漢堡,0,133.0,6.9,9.8,6.8,熱咖啡；官網標示值 2026/6月,,
精選咖啡(M),摩斯漢堡,0,6.6,0.32,0.96,0.16,熱咖啡；官網標示值 2026/6月,,
精選咖啡(L),摩斯漢堡,0,7.4,0.36,1.08,0.18,熱咖啡；官網標示值 2026/6月,,
精選拿鐵咖啡(M),摩斯漢堡,0,121.0,6.0,9.1,6.7,熱咖啡；官網標示值 2026/6月,,
精選拿鐵咖啡(L),摩斯漢堡,0,135.5,6.8,10.3,7.5,熱咖啡；官網標示值 2026/6月,,
阿里山咖啡(M),摩斯漢堡,0,12.6,0.4,2.0,0.3,熱咖啡；官網標示值 2026/6月,,
耶加雪菲(M)冰,摩斯漢堡,0,9.1,1.0,1.3,0.0,水冰咖啡；官網標示值 2026/6月,,
摩斯咖啡(M)冰,摩斯漢堡,0,11.7,1.0,2.0,0.0,水冰咖啡；官網標示值 2026/6月,,
摩斯咖啡(L)冰,摩斯漢堡,0,15.1,1.3,2.6,0.0,水冰咖啡；官網標示值 2026/6月,,
拿鐵咖啡(M)冰,摩斯漢堡,0,128.8,6.5,9.8,7.0,水冰咖啡；官網標示值 2026/6月,,
拿鐵咖啡(L)冰,摩斯漢堡,0,163.0,8.3,12.5,8.9,水冰咖啡；官網標示值 2026/6月,,
熱可可拿鐵咖啡(M),摩斯漢堡,0,277.8,7.8,36.0,11.4,水冰咖啡；官網標示值 2026/6月,,
卡布奇諾(M),摩斯漢堡,0,124.5,6.3,9.9,6.7,水冰咖啡；官網標示值 2026/6月,,
卡布奇諾(L),摩斯漢堡,0,145.0,7.3,11.5,7.8,水冰咖啡；官網標示值 2026/6月,,
摩斯奶茶(M),摩斯漢堡,0,172.2,8.7,12.7,9.6,水冰咖啡；官網標示值 2026/6月,,
精選咖啡(M)冰,摩斯漢堡,0,13.3,0.65,1.95,0.32,水冰咖啡；官網標示值 2026/6月,,
精選咖啡(L)冰,摩斯漢堡,0,17.2,0.84,2.52,0.42,水冰咖啡；官網標示值 2026/6月,,
精選拿鐵咖啡(M)冰,摩斯漢堡,0,129.3,6.4,9.8,7.1,水冰咖啡；官網標示值 2026/6月,,
精選拿鐵咖啡(L)冰,摩斯漢堡,0,163.6,8.2,12.5,9.0,水冰咖啡；官網標示值 2026/6月,,
阿里山咖啡(M)冰,摩斯漢堡,0,11.3,0.4,1.8,0.3,水冰咖啡；官網標示值 2026/6月,,
柑橘雞腿堡,摩斯漢堡,0,514.3,17.0,50.4,27.3,套餐/新品；官網標示值 2026/6月,,
蒲燒鰻珍珠堡(限店),摩斯漢堡,0,429.5,16.4,62.9,12.5,套餐/新品；官網標示值 2026/6月,,
韓式燒肉珍珠堡,摩斯漢堡,0,470.0,14.2,61.3,18.7,套餐/新品；官網標示值 2026/6月,,
韓式豚肉珍珠堡,摩斯漢堡,0,353.9,14.5,55.4,8.3,套餐/新品；官網標示值 2026/6月,,
極上天丼珍珠堡,摩斯漢堡,0,460.2,13.6,72.9,12.7,套餐/新品；官網標示值 2026/6月,,
牛蒡培根珍珠堡,摩斯漢堡,0,392.9,10.2,61.7,11.7,套餐/新品；官網標示值 2026/6月,,
超級大麥牛蒡培根珍珠堡,摩斯漢堡,0,377.3,9.2,58.7,11.7,套餐/新品；官網標示值 2026/6月,,
炸和牛棒球堡,摩斯漢堡,0,503.9,14.2,39.6,32.2,套餐/新品；官網標示值 2026/6月,,
松露起司牛肉堡(限店),摩斯漢堡,0,668.0,21.5,32.3,50.4,套餐/新品；官網標示值 2026/6月,,
野球牛肉堡(限店),摩斯漢堡,0,504.2,18.1,36.6,31.8,套餐/新品；官網標示值 2026/6月,,
法式蕈菇蛋堡,摩斯漢堡,0,332.6,13.8,27.2,19.4,套餐/新品；官網標示值 2026/6月,,
青梅豬排堡,摩斯漢堡,0,385.3,14.8,42.6,17.4,套餐/新品；官網標示值 2026/6月,,
新咕咕雞堡,摩斯漢堡,0,376.6,15.0,38.9,18.0,套餐/新品；官網標示值 2026/6月,,
酥炸杏鮑菇,摩斯漢堡,0,174.2,2.3,18.7,10.0,套餐/新品；官網標示值 2026/6月,,
玉米白醬可樂餅(1個),摩斯漢堡,0,102.9,1.7,9.6,6.4,套餐/新品；官網標示值 2026/6月,,
明太子薯條,摩斯漢堡,0,185.1,3.4,37.3,28.0,套餐/新品；官網標示值 2026/6月,,
雞塊月亮薯組,摩斯漢堡,0,370.7,11.8,28.4,23.3,套餐/新品；官網標示值 2026/6月,,
月亮薯條,摩斯漢堡,0,301.2,2.8,28.8,19.4,套餐/新品；官網標示值 2026/6月,,
紅心芭樂菊蒜冰茶,摩斯漢堡,0,148.0,0.0,37.0,0.0,新品冷飲；官網標示值 2026/6月,,
紅心芭樂蘇打,摩斯漢堡,0,351.2,0.0,87.8,0.0,新品冷飲；官網標示值 2026/6月,,
紅心芭樂拿鐵咖啡,摩斯漢堡,0,103.8,0.5,25.5,0.0,新品冷飲；官網標示值 2026/6月,,
紅心芭樂牛奶冰沙(限店),摩斯漢堡,0,213.2,3.3,41.7,3.7,新品冷飲；官網標示值 2026/6月,,
康普蒟蒻冰茶(L),摩斯漢堡,0,270.7,0.1,67.6,0.0,新品冷飲；官網標示值 2026/6月,,
摩斯奶普(限店),摩斯漢堡,0,288.1,8.0,47.0,7.6,新品冷飲；官網標示值 2026/6月,,
摩斯奶普-咖啡風味(限店),摩斯漢堡,0,295.2,8.4,48.4,7.6,新品冷飲；官網標示值 2026/6月,,
和風蔬菜湯,摩斯漢堡,0,92.6,6.2,12.0,2.2,其他；官網標示值 2026/6月,,
大麥仁紅豆湯,摩斯漢堡,0,277.1,8.1,60.5,0.3,其他；官網標示值 2026/6月,,
冬瓜檸檬蒟蒻,摩斯漢堡,0,145.9,0.0,36.5,0.0,其他；官網標示值 2026/6月,,
蘋果鳳梨蒟蒻,摩斯漢堡,0,114.0,0.0,28.5,0.0,其他；官網標示值 2026/6月,,
香蕉巧克力米派(1個),摩斯漢堡,0,191.7,2.2,20.8,11.1,其他；官網標示值 2026/6月,,
地瓜米吉拿(4入)(限店),摩斯漢堡,0,314.1,0.9,27.3,22.4,其他；官網標示值 2026/6月,,
San Pellegrino 葡萄柚氣泡飲,San Pellegrino,330,132,0,31,0,Pompelmo葡萄柚口味；330ml整罐；每100ml 40kcal,,
薑汁風味汽水,Canada Dry,355,132,0,33,0,355ml整罐；薑汁風味；美國原裝進口,,
7-11握便當豪華秘製雙拼,7-ELEVEN官方標示,221,419,14,60,13,熱量419kcal官方標示確認；P/C/F為推算值；每份221g；1份/包,,
統一營養強化高鈣牛乳BCAA,統一,400,264,15,20,12,400ml乳飲品；2倍鈣+D3+BCAA；蛋白質15g官方標示確認；其餘推算±10%,,
in果凍膠原蛋白,森永製菓,180,51,6.7,6.1,0,膠原蛋白5000mg，維生素C 80mg,,
